row_number,name,area,status,geometry
28,สายสีเขียวเข้ม,อ่อนนุช-สมุทรปราการ,ปัจจุบัน,"LINESTRING (100.6077122483296 13.56722170233731, 100.60744 13.56779900000002, 100.607126 13.56847100000003, 100.6067810000001 13.56918800000004, 100.606479 13.56982300000003, 100.606025 13.57077900000006, 100.605644 13.57154500000007, 100.6053580000001 13.57214600000002, 100.6049840000001 13.57291900000006, 100.604788 13.57333200000004, 100.604792 13.57333500000003, 100.6047 13.57356900000006, 100.6046420000001 13.57390900000006, 100.6045360000001 13.57462800000006, 100.60454 13.57522300000003, 100.6046070000001 13.57567200000005, 100.604675 13.57596200000005, 100.604715 13.57611200000003, 100.604989 13.57683700000005, 100.605303 13.57768400000002, 100.6056160000001 13.57848900000004, 100.606001 13.57953800000006, 100.60656 13.58099500000002, 100.606854 13.58178300000002, 100.607168 13.58261800000001, 100.6075290000001 13.58352900000005, 100.6079900000001 13.58472700000004, 100.6082890000001 13.58553800000002, 100.6085350000001 13.58618900000004, 100.608923 13.58719700000006, 100.6092810000001 13.58813900000006, 100.609415 13.58852700000005, 100.6096620000001 13.58924800000005, 100.6097150000001 13.58961900000002, 100.6097180000001 13.58988100000003, 100.6096850000001 13.59025500000006, 100.6096560000001 13.59040700000002, 100.6095680000001 13.59070500000006, 100.609487 13.59089000000003, 100.609266 13.59130300000002, 100.6087990000001 13.59214900000006, 100.6085380000001 13.59260900000003, 100.6080410000001 13.59350600000003, 100.6073150000001 13.59485800000003, 100.606995 13.59539200000004, 100.606758 13.59570200000007, 100.606584 13.59587400000002, 100.6063580000001 13.59602800000004, 100.6061480000001 13.59615900000005, 100.6054920000001 13.59646000000003, 100.604348 13.59698900000005, 100.60345 13.59740500000004, 100.6022390000001 13.59798600000003, 100.6013990000001 13.59837600000003, 100.5999610000001 13.59904100000005, 100.599356 13.59933100000005, 100.5983580000001 13.59982200000007, 100.597601 13.60013700000006, 100.5975030000001 13.60024100000003, 100.597475 13.60039100000005, 100.5972170000001 13.60137300000002, 100.5970560000001 13.60195300000002, 100.5967870000001 13.60298300000005, 100.596491 13.60385300000007, 100.5961090000001 13.60492000000004, 100.595321 13.607022, 100.594511 13.60920200000003, 100.5937870000001 13.61121400000007, 100.5927570000001 13.61407300000007, 100.592034 13.61610600000005, 100.591007 13.61881200000004, 100.5903000000001 13.62087700000006, 100.589301 13.62364200000007, 100.588914 13.62472500000007, 100.588308 13.62638600000001, 100.5881930000001 13.62672000000003, 100.5881600000001 13.62698600000003, 100.5881500000001 13.62736800000003, 100.588173 13.62766200000004, 100.588173 13.62765900000004, 100.5882270000001 13.62791600000001, 100.5883480000001 13.62824900000003, 100.5885740000001 13.62881100000005, 100.588825 13.62944700000002, 100.5890450000001 13.62999600000006, 100.5909290000001 13.63467100000003, 100.5915 13.63596800000004, 100.5921010000001 13.63747600000004, 100.5929760000001 13.63958000000001, 100.5934270000001 13.64071400000006, 100.5946050000001 13.64361100000001, 100.5956511263438 13.64612194736191)"
12,สายสีแดงอ่อน,ศาลายา - ตลิ่งชัน,อนาคต,"LINESTRING (100.3244200000001 13.80262999999997, 100.3248070000001 13.80261900000016, 100.3290230000001 13.80249300000003, 100.333305 13.80237600000009, 100.3380080000001 13.80217400000009, 100.3434700000001 13.80197300000015, 100.350425 13.80169300000006, 100.3574270000001 13.80146400000012, 100.3651170000001 13.80121700000012, 100.3738500000001 13.80088400000011, 100.3801480000001 13.80068800000004, 100.3853190000001 13.80047600000012, 100.3895510000001 13.8003470000001, 100.3927840000001 13.80021800000009, 100.396154 13.80009899999999, 100.3987770000002 13.80001299999998, 100.401154 13.79990800000019, 100.4071210000001 13.79970100000008, 100.413284 13.79941700000006, 100.4163910000001 13.79930400000012, 100.4206080000001 13.79912100000007, 100.423316 13.79903500000006, 100.4254110000002 13.79892100000006, 100.426176 13.79884900000013, 100.4272870000001 13.79863200000011, 100.4278150000001 13.79848900000019, 100.4281320000001 13.79838000000007, 100.4285600000001 13.79820000000007, 100.4291330000001 13.79792700000007, 100.429697 13.79760900000002, 100.4301950000002 13.79728700000004, 100.4306440000002 13.7969270000001, 100.4309480000002 13.79668900000013, 100.43124 13.79643900000002, 100.432623 13.79536300000018, 100.4353370000001 13.79313700000006, 100.4376360000002 13.791269, 100.440054 13.78936900000002, 100.4402610000001 13.78920400000004)"
19,สายสีน้ำเงิน,บางซื่อ - เตาปูน - ท่าพระ,ปัจจุบัน,"LINESTRING (100.4943425960887 13.78449074422804, 100.4945190000001 13.78460100000007, 100.5018700000001 13.78917000000007, 100.5029960000002 13.78995000000015, 100.5033730000001 13.79034799999999, 100.5054130000001 13.79306900000012, 100.5084160000001 13.7971270000001, 100.5103140000001 13.79966000000007, 100.5109480000002 13.80059200000011, 100.5112690000001 13.80116600000002, 100.5113510000001 13.80139500000013, 100.511537 13.8020130000001, 100.511913 13.80339200000014, 100.5121800000001 13.80447100000009, 100.5123140000002 13.80501500000014, 100.5124680000001 13.80551900000012, 100.5126710000001 13.80587200000002, 100.513023 13.8061350000001, 100.5133750000001 13.80630600000001, 100.515116 13.80653400000006, 100.5215220000002 13.80639400000001, 100.523854 13.80638600000009, 100.525391 13.80640000000017, 100.5269450000002 13.80638499999998, 100.5286490000001 13.80638400000009, 100.530355 13.80635800000005, 100.530454900597 13.80631701003415)"
2,สายสีแดงอ่อน,ศาลายา-บางขุนนนท์,อนาคต,"LINESTRING (100.4397920000001 13.78934400000002, 100.4724019291563 13.76334451037076, 100.4741555998531 13.76214592104551, 100.4755125998531 13.76134792104554, 100.4772345998531 13.76102192104551, 100.4797328087236 13.7609103039041, 100.4840634277541 13.7609103039041)"
26,สายสีชมพู,ปากเกร็ด - มีนบุรี,อนาคต,"LINESTRING (100.732471 13.80877400000014, 100.731749 13.81024800000006, 100.7302200000001 13.81214900000015, 100.7296180000001 13.81240200000008, 100.7288110000001 13.81244500000008, 100.7279530000002 13.81246400000009, 100.726296 13.81248700000003, 100.7250930000001 13.81250900000009, 100.723533 13.81253400000003, 100.7218780000001 13.8125740000001, 100.7196840000003 13.81260700000018, 100.718893 13.81245900000005, 100.7182340000002 13.81249400000007, 100.7169890000002 13.81252700000016, 100.7126020000001 13.81263000000013, 100.7119210000001 13.81263900000016, 100.710044 13.81266600000009, 100.7082950000001 13.81267099999997, 100.70689 13.81266600000009, 100.7046630000002 13.81266800000009, 100.7033710000002 13.81265400000018, 100.7022810000002 13.81266100000005, 100.6994680000002 13.81266500000004, 100.6985490000002 13.81268800000015, 100.6969540000002 13.81271100000009, 100.6953300000001 13.81270000000006, 100.6931940000001 13.81270000000006, 100.6906780000001 13.81269100000003, 100.6901990000001 13.81273700000008, 100.6898070000002 13.81282900000008, 100.68944 13.81292400000012, 100.6890670000001 13.81305300000014, 100.6887310000001 13.81322500000016, 100.688476 13.81338399999999, 100.688296 13.81350800000013, 100.6880580000001 13.81369300000017, 100.6877600000001 13.81395900000012, 100.6856310000002 13.81598300000007, 100.682759 13.81866400000007, 100.681089 13.82022100000012, 100.6780310000001 13.82309800000013, 100.6760340000001 13.82501200000002, 100.675346 13.82567200000011, 100.6742020000001 13.82676700000013, 100.6741930000001 13.82676300000014, 100.6736690000002 13.82727100000005, 100.6728550000002 13.82805700000006, 100.6723220000001 13.82857800000005, 100.671646 13.82924500000013, 100.6705130000002 13.83035100000018, 100.6693970000001 13.83142900000018, 100.6675690000001 13.83317100000011, 100.6647160000002 13.83598500000005, 100.6631730000002 13.83756200000016, 100.6626170000001 13.83803699999999, 100.6622040000001 13.83837700000009, 100.661876 13.83857599999999, 100.6597650000002 13.83976400000006, 100.6569070000001 13.84130200000016, 100.653486 13.84315800000007, 100.650674 13.84469800000011, 100.6474140000001 13.84649900000011, 100.6448750000001 13.84810400000003, 100.6431380000002 13.84904900000004, 100.6412920000001 13.85006500000009, 100.6409470000001 13.85025400000012, 100.6386170000001 13.85148900000013, 100.6363050000001 13.8527400000001, 100.6340870000001 13.85393100000005, 100.6320630000001 13.85504000000014, 100.6307990000001 13.85570000000001, 100.629037 13.85666800000018, 100.6273130000002 13.85760400000004, 100.6257440000001 13.85845300000011, 100.6241950000002 13.85928600000011, 100.6228490000001 13.86001400000009, 100.6211730000002 13.860906, 100.6186500000002 13.86227700000012, 100.6173780000001 13.86295100000012, 100.6161470000002 13.86362800000018, 100.6146820000001 13.86440900000014, 100.613363 13.86512500000003, 100.611945 13.86590300000012, 100.6101390000001 13.86685800000009, 100.6085790000002 13.86770400000012, 100.607128 13.86848400000014, 100.6062236851465 13.86897456885873, 100.5979679613159 13.87350507140042, 100.5978760952125 13.87355954904028, 100.597788066249 13.87362003123421, 100.5977042662801 13.87368624875003, 100.5976250683352 13.87375790682518, 100.5975508249586 13.87383468647885, 100.5974818666392 13.87391624593188, 100.59741850034 13.87400222212818, 100.5973610081318 13.87409223235085, 100.5964024755947 13.87570942132379, 100.5963487880816 13.87579321107894, 100.5962894046567 13.87587306520204, 100.5962246127462 13.87594859718511, 100.5961547259543 13.87601944144004, 100.5960800825455 13.8760852550682, 100.5960010438069 13.87614571952004, 100.5959179923 13.87620054213698, 100.594152 13.87728000000016, 100.5919480000001 13.87853400000017, 100.5907830000002 13.87917400000003, 100.5886530000001 13.88027099999999, 100.587432 13.88090900000003, 100.5858846051295 13.88180536207085, 100.5765537484485 13.88709186511187, 100.5762710000001 13.887227, 100.5746760000001 13.88810100000001, 100.5745420000002 13.88817000000006, 100.5743540000001 13.88827300000003, 100.5741570000001 13.88834900000012, 100.5730170000001 13.88875000000007, 100.5708850000001 13.88949600000018, 100.5685920000001 13.8902940000001, 100.5661340000001 13.89116000000018, 100.5635110000002 13.89207600000015, 100.5610420000002 13.89294200000018, 100.5589360000002 13.8936710000001, 100.5564400000001 13.89456200000012, 100.5556200000001 13.89485400000012, 100.5546400000002 13.89519000000001, 100.5525870000001 13.89589600000016, 100.5505220000002 13.89663400000012, 100.5496730000001 13.89692800000012, 100.5486070000002 13.89730700000001, 100.5482410000001 13.89744300000012, 100.5471059999999 13.89783500000004, 100.5462600000001 13.89813099999998, 100.5407960000001 13.90004799999997, 100.538839 13.90074200000004, 100.5366650000001 13.90150900000009, 100.5352770000002 13.90198500000002, 100.5334190000001 13.90262900000005, 100.5314940000002 13.90330000000012, 100.5288980000001 13.90422600000016, 100.5284830000001 13.90438200000011, 100.5262640000001 13.90516600000012, 100.5254670000001 13.90542700000009, 100.5250720000001 13.90553800000004, 100.524706 13.90561500000018, 100.5231190000002 13.9057600000001, 100.518918 13.90612799999997, 100.516776 13.90634499999999, 100.5146400000001 13.90653600000019, 100.5125830000001 13.90671700000007, 100.510856 13.90687900000012, 100.506492 13.90727200000015)"
6,สายสีชมพู,เเคราย - ปากเกร็ด,อนาคต,"LINESTRING (100.506494 13.90727400000014, 100.5059660000001 13.90713900000014, 100.5055460000001 13.90696800000001, 100.5052500000002 13.90674000000018, 100.5050290000001 13.90649000000008, 100.5048830000001 13.90621300000009, 100.5047770000001 13.90578900000003, 100.504755 13.90538800000002, 100.50477 13.90487000000019, 100.5051310000001 13.90378100000015, 100.5056010000001 13.90246600000006, 100.5084700000001 13.89484900000008, 100.5106900000001 13.88897800000012, 100.51295 13.88292200000018, 100.5143980000001 13.87902100000014, 100.514854 13.87788200000006, 100.5153120000001 13.87668900000011, 100.515449 13.87628400000017, 100.5157700000001 13.87543900000009, 100.5161669999999 13.87439000000012, 100.5166290000002 13.87324500000005, 100.516827 13.87272400000012, 100.517147 13.87185299999999, 100.5174550000001 13.87105000000003, 100.5176530000002 13.87053300000002, 100.5181150000002 13.86932400000001, 100.5187910000002 13.86746000000016, 100.5191130000002 13.86664100000007, 100.520362 13.8633440000001, 100.5209790000002 13.86170600000014, 100.5212160000001 13.86105600000019, 100.5215230000001 13.86018300000006, 100.521571 13.85999800000002, 100.521623 13.85966200000013, 100.5216340000001 13.85955400000006, 100.521614 13.85945200000015, 100.5215340000001 13.85935300000011, 100.5213910000002 13.8593120000001, 100.5212640000001 13.85932100000014, 100.5209870000002 13.85934200000008, 100.5201370000001 13.85945400000014, 100.5179960000001 13.85974500000003, 100.5155260000002 13.86009800000011)"
17,สายสีเขียวอ่อน,สะพานตากสิน-บางหว้า,ปัจจุบัน,"LINESTRING (100.458076904494 13.72072542209679, 100.4581200000001 13.72052600000018, 100.4583140000001 13.71920200000005, 100.458562 13.71817299999998, 100.4590380000001 13.71684199999999, 100.4599210000002 13.71556600000014, 100.4605470000001 13.71504699999997, 100.4609460000001 13.71485600000017, 100.4612770000001 13.71472900000015, 100.4623710000001 13.71443900000014, 100.463015 13.71429100000012, 100.4634090000001 13.71422900000016, 100.4637570000002 13.71422400000012, 100.4641480000002 13.71425100000005, 100.4645400000001 13.71428800000007, 100.4649930000001 13.71432400000003, 100.4653860000001 13.71430800000013, 100.4656910000001 13.71428200000008, 100.4660130000001 13.71420800000004, 100.4664490000001 13.71407500000004, 100.466806 13.713931, 100.4688200000001 13.71308499999998, 100.4698340000001 13.71266600000013, 100.470647 13.71240900000004, 100.4712210000001 13.71226800000011, 100.4720960000002 13.71216300000009, 100.4727520000001 13.71219800000017, 100.4733200000001 13.71228600000018, 100.4737930000001 13.71246500000007, 100.4745000000001 13.71282000000008, 100.475014 13.71316700000006, 100.4752810000001 13.71338400000008, 100.4755360000001 13.71354800000012, 100.4761770000002 13.71391700000009, 100.4769350000002 13.714339, 100.4779800000001 13.71491300000008, 100.4790570000001 13.71557500000017, 100.4793770000001 13.71580500000016, 100.4797940000001 13.71618200000012, 100.480106 13.71647600000011, 100.480308 13.71662000000009, 100.4806350000001 13.71683900000011, 100.4813630000001 13.71723500000019, 100.4821080000001 13.71765200000004, 100.4831690000001 13.71824100000009, 100.4842810000001 13.71876800000018, 100.48478 13.71893600000004, 100.4860090000001 13.71923900000007, 100.4873210000001 13.71956800000015, 100.4888350000002 13.72012000000012, 100.490371 13.72056600000008, 100.4915730000002 13.72076000000015, 100.4935880000002 13.72103200000009, 100.494155 13.72107700000009, 100.4947040000001 13.72108800000012, 100.495246 13.72108600000013, 100.4974060000002 13.721046, 100.4998860000001 13.72099300000008, 100.5019910000001 13.72093700000005, 100.503688 13.72089800000003, 100.5053100000001 13.72080099999999, 100.5058450000001 13.72073700000004, 100.5063240000002 13.72066999999998, 100.5067520000002 13.72059600000011, 100.5087780000002 13.72013300000015, 100.5142150000001 13.71879000000007)"
30,สายสีเขียวเข้ม,แยกเกษตร-วัดพระศรีมหาธาตุ,ปัจจุบัน,"LINESTRING (100.5965996667578 13.87525270267687, 100.5956800000001 13.87366200000002, 100.5921400000001 13.86786000000006, 100.5853510000001 13.85629700000003, 100.582251 13.85105100000002, 100.5769970000001 13.84209100000004)"
46,สายสีเขียวเข้ม,หมอชิต-อ่อนนุช,ปัจจุบัน,"LINESTRING (100.561671 13.81605700000006, 100.553877 13.80266799999998, 100.5527510000001 13.80077900000003, 100.5518990000001 13.79931900000003, 100.5516470000001 13.7988630000001, 100.5514250000002 13.79842600000001, 100.551179 13.79781100000014, 100.5506530000001 13.79643900000013, 100.5499730000001 13.79455700000017, 100.5497230000002 13.79384199999998, 100.5488270000001 13.79136100000005, 100.5483050000001 13.78995300000008, 100.5480360000001 13.7891350000001, 100.5476460000002 13.78803800000009, 100.5472550000001 13.78698000000014, 100.54679 13.78574000000003, 100.5463230000001 13.78439100000014, 100.546251 13.78418900000014, 100.5459700000002 13.78354500000012, 100.5457120000002 13.78277700000018, 100.5452310000002 13.78142800000012, 100.544611 13.77962900000011, 100.5441960000001 13.77853500000003, 100.5436180000001 13.77691300000009, 100.5429490000002 13.77507000000003, 100.5421150000001 13.77271000000019, 100.541567 13.77121100000011, 100.5412390000001 13.77035900000016, 100.5411410000002 13.77011700000003, 100.5401900000002 13.76832400000018, 100.5391470000002 13.76645300000007, 100.5389980000001 13.76614600000011, 100.5389480000001 13.7659010000001, 100.5389720000001 13.76569500000011, 100.5390650000002 13.76535000000013, 100.5391330000001 13.76507000000004, 100.5391330000001 13.76482000000016, 100.5390280000001 13.76453700000019, 100.538806 13.76425500000011, 100.5385580000001 13.76412200000016, 100.5379360000002 13.76394200000016, 100.5376240000001 13.76371400000011, 100.5367270000002 13.76212400000003, 100.5354500000002 13.75984200000005, 100.5338471801434 13.75699077262794)"
41,สายสีแดงอ่อน,มักกะสัน-หัวหมาก,อนาคต,"LINESTRING (100.643561 13.73794300000001, 100.6422060000001 13.73812500000001, 100.6382600000001 13.73860600000005, 100.632638 13.73919800000003, 100.6278930000001 13.73969500000003, 100.62135 13.74052700000004, 100.6174480000001 13.74095300000003, 100.614546 13.74124900000002, 100.6122400000001 13.74150700000006, 100.6095570000001 13.74181600000001, 100.6069470000001 13.74208700000002, 100.6035420000001 13.74241900000004, 100.600725 13.74271100000004, 100.597789 13.74311800000003, 100.595313 13.74342000000006, 100.59222 13.74375800000007, 100.591793 13.74380700000005, 100.591497 13.74388100000003, 100.589617 13.74430600000004, 100.58848 13.74456800000006, 100.585137 13.74533800000005, 100.581487 13.74616000000001, 100.5785360000001 13.74681900000006, 100.5731700000001 13.74801100000006, 100.5690880000001 13.74893200000002, 100.5647950000001 13.74989800000002, 100.5630970000001 13.75026600000005, 100.5613510000001 13.75065100000005, 100.56082 13.75077400000002)"
